Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,105.660004,106.57,105.639999,106.099998,103.46558399999999,29662400
2016-09-01,106.139999,106.800003,105.620003,106.730003,104.07995600000001,26701500
2016-09-02,107.699997,108.0,106.82,107.730003,105.055122,26802500
2016-09-06,107.900002,108.300003,107.510002,107.699997,105.025856,26880400
2016-09-07,107.83000200000001,108.760002,107.07,108.360001,105.66947900000001,42364300
2016-09-08,107.25,107.269997,105.239998,105.519997,102.900002,53002000
2016-09-09,104.639999,105.720001,103.129997,103.129997,100.569328,46557000
2016-09-12,102.650002,105.720001,102.529999,105.440002,102.821976,45292800
2016-09-13,107.510002,108.790001,107.239998,107.949997,105.269653,62176200
2016-09-14,108.730003,113.029999,108.599998,111.769997,108.994804,110888700
2016-09-15,113.860001,115.730003,113.489998,115.57,112.700447,89983600
2016-09-16,115.120003,116.129997,114.040001,114.91999799999999,112.066589,79886900
2016-09-19,115.190002,116.18,113.25,113.58000200000001,110.75986499999999,47023000
2016-09-20,113.050003,114.120003,112.510002,113.57,110.750114,34514300
2016-09-21,113.849998,113.989998,112.440002,113.550003,110.73060600000001,36003200
2016-09-22,114.349998,114.940002,114.0,114.620003,111.774048,31074000
2016-09-23,114.41999799999999,114.790001,111.550003,112.709999,109.911469,52481200
2016-09-26,111.639999,113.389999,111.550003,112.879997,110.07723200000001,29869400
2016-09-27,113.0,113.18,112.339996,113.089996,110.282028,24607400
2016-09-28,113.690002,114.639999,113.43,113.949997,111.120674,29641100
2016-09-29,113.160004,113.800003,111.800003,112.18,109.394623,35887000
2016-09-30,112.459999,113.370003,111.800003,113.050003,110.24303400000001,36379100
2016-10-03,112.709999,113.050003,112.279999,112.519997,109.72618100000001,21701800
2016-10-04,113.059998,114.309998,112.629997,113.0,110.194267,29736800
2016-10-05,113.400002,113.660004,112.690002,113.050003,110.24303400000001,21453100
2016-10-06,113.699997,114.339996,113.129997,113.889999,111.062172,28779300
2016-10-07,114.309998,114.559998,113.510002,114.059998,111.227943,24358400
2016-10-10,115.019997,116.75,114.720001,116.050003,113.16854099999999,36236000
2016-10-11,117.699997,118.690002,116.199997,116.300003,113.41233100000001,64041000
2016-10-12,117.349998,117.980003,116.75,117.339996,114.426506,37586800
2016-10-13,116.790001,117.440002,115.720001,116.980003,114.07543899999999,35192400
2016-10-14,117.879997,118.16999799999999,117.129997,117.629997,114.709305,35652200
2016-10-17,117.33000200000001,117.839996,116.779999,117.550003,114.631294,23624900
2016-10-18,118.18,118.209999,117.449997,117.470001,114.553284,24553500
2016-10-19,117.25,117.760002,113.800003,117.120003,114.21196699999999,20034600
2016-10-20,116.860001,117.379997,116.33000200000001,117.059998,114.153458,24125800
2016-10-21,116.809998,116.910004,116.279999,116.599998,113.704872,23192700
2016-10-24,117.099998,117.739998,117.0,117.650002,114.728798,23538700
2016-10-25,117.949997,118.360001,117.309998,118.25,115.313919,48129000
2016-10-26,114.309998,115.699997,113.309998,115.589996,112.719955,66134200
2016-10-27,115.389999,115.860001,114.099998,114.480003,111.63752,34562000
2016-10-28,113.870003,115.209999,113.449997,113.720001,110.89639299999999,37861700
2016-10-31,113.650002,114.230003,113.199997,113.540001,110.72085600000001,26419400
2016-11-01,113.459999,113.769997,110.529999,111.489998,108.721756,43825800
2016-11-02,111.400002,112.349998,111.230003,111.589996,108.819275,28331700
2016-11-03,110.980003,111.459999,109.550003,109.83000200000001,107.65286299999998,26932600
